ID,Language,Form,Cognate Set,Concept,Source
2135,Chimila,kɾo:,,RED,Constenla Umaña 2005
2136,Chibcha,hiiso,,RED,Constenla Umaña 2005
2137,Central Tunebo,bu'wajɾo,,RED,Constenla Umaña 2005
2138,Barí,tukdaɲou,,RED,Constenla Umaña 2005
2139,Lenca-Salvador,lamtara,,CLOTHES,Constenla Umaña 2005
2140,Lenca-Honduras,loronina,,CLOTHES,Constenla Umaña 2005
2141,Cacaopera,siwa,a,CLOTHES,Constenla Umaña 2005
2142,Mayangna,asna,b,CLOTHES,Constenla Umaña 2005
2143,Ulua,asna,b,CLOTHES,Constenla Umaña 2005
2144,Mískito,kwala,,CLOTHES,Constenla Umaña 2005
2145,Pech,tùnùk,,CLOTHES,Constenla Umaña 2005
2146,Rama,kalma,,CLOTHES,Constenla Umaña 2005
2147,Maléku Jaíka,tio:ka,,CLOTHES,Constenla Umaña 2005
2148,Boruca,kúʔʃì,,CLOTHES,Constenla Umaña 2005
2149,Bribri,datsǐʔ,c,CLOTHES,Constenla Umaña 2005
2150,Cabécar,datsí,c,CLOTHES,Constenla Umaña 2005
2151,Teribe,ʃuóŋ,a,CLOTHES,Constenla Umaña 2005
2152,Ngäbere,dɔ̃,,CLOTHES,Constenla Umaña 2005
2153,Boruca,ɲometɾa,,CLOTHES,Constenla Umaña 2005
2154,Dorasque,ákubi,,CLOTHES,Constenla Umaña 2005
2155,San Blas Kuna,mola,,CLOTHES,Constenla Umaña 2005
2156,Cogui,ʒaku'a,,CLOTHES,Constenla Umaña 2005
2157,Ika,mákë,ch,CLOTHES,Constenla Umaña 2005
2158,Damana,mɨkɨ 'sala,ch,CLOTHES,Constenla Umaña 2005
2159,Chimila,'gwaʔŋaʔ,,CLOTHES,Constenla Umaña 2005
2160,Chibcha,βoi,,CLOTHES,Constenla Umaña 2005
2161,Central Tunebo,'oja,,CLOTHES,Constenla Umaña 2005
2162,Barí,duksa,,CLOTHES,Constenla Umaña 2005
2163,Lenca-Salvador,ti,a,KNOW,Constenla Umaña 2005
2164,Lenca-Honduras,tis,a,KNOW,Constenla Umaña 2005
2165,Cacaopera,bi,,KNOW,Constenla Umaña 2005
2166,Mayangna,daka,,KNOW,Constenla Umaña 2005
2167,Ulua,kaŋla:wa,,KNOW,Constenla Umaña 2005
2168,Mískito,nu,,KNOW,Constenla Umaña 2005
2169,Pech,àɾíɾ,,KNOW,Constenla Umaña 2005
2170,Rama,ŋwa,b,KNOW,Constenla Umaña 2005
2171,Maléku Jaíka,uɾa:xe,b,KNOW,Constenla Umaña 2005
2172,Boruca,uí,c,KNOW,Constenla Umaña 2005
2173,Bribri,uxtʃẽ,c,KNOW,Constenla Umaña 2005
2174,Cabécar,hudʒẽ,c,KNOW,Constenla Umaña 2005
2175,Teribe,hmídɪ̀,c,KNOW,Constenla Umaña 2005
2176,Ngäbere,gaɾe,,KNOW,Constenla Umaña 2005
2177,Boruca,uɲe,c,KNOW,Constenla Umaña 2005
2178,Dorasque,,,KNOW,Constenla Umaña 2005
2179,San Blas Kuna,wisi,c,KNOW,Constenla Umaña 2005
2180,Cogui,akʃihi,,KNOW,Constenla Umaña 2005
2181,Ika,a'gənkw,ch,KNOW,Constenla Umaña 2005
2182,Damana,agönihku,ch,KNOW,Constenla Umaña 2005
2183,Chimila,wi,c,KNOW,Constenla Umaña 2005
2184,Chibcha,mukan,,KNOW,Constenla Umaña 2005
2185,Central Tunebo,is'ti,,KNOW,Constenla Umaña 2005
2186,Barí,ka:ma.,,KNOW,Constenla Umaña 2005
2187,Lenca-Salvador,ts'epe,a,SALT,Constenla Umaña 2005
2188,Lenca-Honduras,sepe,a,SALT,Constenla Umaña 2005
2189,Cacaopera,jabulu,,SALT,Constenla Umaña 2005
2190,Mayangna,kuma,b,SALT,Constenla Umaña 2005
2191,Ulua,kuma,b,SALT,Constenla Umaña 2005
2192,Mískito,sal,,SALT,Constenla Umaña 2005
2193,Pech,tàkè,c,SALT,Constenla Umaña 2005
2194,Rama,tauli,ch,SALT,Constenla Umaña 2005
2195,Maléku Jaíka,ti: karu:,,SALT,Constenla Umaña 2005
2196,Boruca,kí,,SALT,Constenla Umaña 2005
2197,Bribri,dadʒɪ́,c,SALT,Constenla Umaña 2005
2198,Cabécar,dadʒɪ̀,c,SALT,Constenla Umaña 2005
2199,Teribe,dɺúŋ,,SALT,Constenla Umaña 2005
2200,Ngäbere,mɾẽ,d,SALT,Constenla Umaña 2005
2201,Boruca,tʃo,ch,SALT,Constenla Umaña 2005
2202,Dorasque,báli,d,SALT,Constenla Umaña 2005
2203,San Blas Kuna,palu,d,SALT,Constenla Umaña 2005
2204,Cogui,naku,c,SALT,Constenla Umaña 2005
2205,Ika,'nəggwɨ,c,SALT,Constenla Umaña 2005
2206,Damana,nɨngu,c,SALT,Constenla Umaña 2005
2207,Chimila,'no:ʔmarinda,ch,SALT,Constenla Umaña 2005
2208,Chibcha,nɨgua,c,SALT,Constenla Umaña 2005
2209,Central Tunebo,'ɾauwa,c,SALT,Constenla Umaña 2005
2210,Barí,sabi,a,SALT,Constenla Umaña 2005
2211,Lenca-Salvador,ala,a,BLOOD,Constenla Umaña 2005
2212,Lenca-Honduras,wek,,BLOOD,Constenla Umaña 2005
2213,Cacaopera,aru,a,BLOOD,Constenla Umaña 2005
2214,Mayangna,a:,a,BLOOD,Constenla Umaña 2005
2215,Ulua,a:was,a,BLOOD,Constenla Umaña 2005
2216,Mískito,tala,,BLOOD,Constenla Umaña 2005
2217,Pech,ù:ɾì,,BLOOD,Constenla Umaña 2005
2218,Rama,aiɾbi:,b,BLOOD,Constenla Umaña 2005
2219,Maléku Jaíka,li:,,BLOOD,Constenla Umaña 2005
2220,Boruca,dʒìbí,b,BLOOD,Constenla Umaña 2005
2221,Bribri,apɪ̂,b,BLOOD,Constenla Umaña 2005
2222,Cabécar,pí,b,BLOOD,Constenla Umaña 2005
2223,Teribe,sɾɪ́ŋ,,BLOOD,Constenla Umaña 2005
2224,Ngäbere,dɔɾi,,BLOOD,Constenla Umaña 2005
2225,Boruca,be,b,BLOOD,Constenla Umaña 2005
2226,Dorasque,havé,b,BLOOD,Constenla Umaña 2005
2227,San Blas Kuna,ape,b,BLOOD,Constenla Umaña 2005
2228,Cogui,'abi,b,BLOOD,Constenla Umaña 2005
2229,Ika,dʒwa,,BLOOD,Constenla Umaña 2005
2230,Damana,ɨma,b,BLOOD,Constenla Umaña 2005
2231,Chimila,'eŋŋaʔ,,BLOOD,Constenla Umaña 2005
2232,Chibcha,ba,b,BLOOD,Constenla Umaña 2005
2233,Central Tunebo,'aba,b,BLOOD,Constenla Umaña 2005
2234,Barí,a:bi,b,BLOOD,Constenla Umaña 2005
2235,Lenca-Salvador,tina,a,DRY,Constenla Umaña 2005
2236,Lenca-Honduras,sawa,b,DRY,Constenla Umaña 2005
2237,Cacaopera,sama,b,DRY,Constenla Umaña 2005
2238,Mayangna,buhni,c,DRY,Constenla Umaña 2005
2239,Ulua,buhka,c,DRY,Constenla Umaña 2005
2240,Mískito,lawan,,DRY,Constenla Umaña 2005
2241,Pech,a:ɾá:ni,,DRY,Constenla Umaña 2005
2242,Rama,plu:sba,ch,DRY,Constenla Umaña 2005
2243,Maléku Jaíka,tiɬa:xa,a,DRY,Constenla Umaña 2005
2244,Boruca,tskènká,,DRY,Constenla Umaña 2005
2245,Bribri,pôppǒ,d,DRY,Constenla Umaña 2005
2246,Cabécar,pó,d,DRY,Constenla Umaña 2005
2247,Teribe,idógɺo,,DRY,Constenla Umaña 2005
2248,Ngäbere,nɣtaɾe,a,DRY,Constenla Umaña 2005
2249,Boruca,ulen,,DRY,Constenla Umaña 2005
2250,Dorasque,tolótkal,,DRY,Constenla Umaña 2005
2251,San Blas Kuna,tinna,a,DRY,Constenla Umaña 2005
2252,Cogui,aluhu'e,,DRY,Constenla Umaña 2005
2253,Ika,'dʒomɨ,,DRY,Constenla Umaña 2005
2254,Damana,ʒita,a,DRY,Constenla Umaña 2005
2255,Chimila,bɾo:nta,ch,DRY,Constenla Umaña 2005
2256,Chibcha,βutʲua,ch,DRY,Constenla Umaña 2005
2257,Central Tunebo,buɾa'buɾa,ch,DRY,Constenla Umaña 2005
2258,Barí,bunũnĩ,ch,DRY,Constenla Umaña 2005
2259,Lenca-Salvador,amap,,SNAKE,Constenla Umaña 2005
2260,Lenca-Honduras,salala,a,SNAKE,Constenla Umaña 2005
2261,Cacaopera,jara,,SNAKE,Constenla Umaña 2005
2262,Mayangna,bil,,SNAKE,Constenla Umaña 2005
2263,Ulua,di:muih,,SNAKE,Constenla Umaña 2005
2264,Mískito,pjẽta,,SNAKE,Constenla Umaña 2005
2265,Pech,ìs,,SNAKE,Constenla Umaña 2005
2266,Rama,a:lbut,,SNAKE,Constenla Umaña 2005
2267,Maléku Jaíka,ɬala:ki,a,SNAKE,Constenla Umaña 2005
2268,Boruca,tèbèk,b,SNAKE,Constenla Umaña 2005
2269,Bribri,tkabɪ́,b,SNAKE,Constenla Umaña 2005
2270,Cabécar,tkabɪ̀,b,SNAKE,Constenla Umaña 2005
2271,Teribe,bugúɾ,,SNAKE,Constenla Umaña 2005
2272,Ngäbere,itʃa,,SNAKE,Constenla Umaña 2005
2273,Boruca,hoɾisi,,SNAKE,Constenla Umaña 2005
2274,Dorasque,buli,,SNAKE,Constenla Umaña 2005
2275,San Blas Kuna,nakpe,b,SNAKE,Constenla Umaña 2005
2276,Cogui,'tagbi,b,SNAKE,Constenla Umaña 2005
2277,Ika,gwi'omɨ,c,SNAKE,Constenla Umaña 2005
2278,Damana,guma,c,SNAKE,Constenla Umaña 2005
2279,Chimila,'mannuʔ,ch,SNAKE,Constenla Umaña 2005
2280,Chibcha,mɨso,ch,SNAKE,Constenla Umaña 2005
2281,Barí,tidu,,SNAKE,Constenla Umaña 2005
2282,Central Tunebo,kumoɾo'a,,SNAKE,Constenla Umaña 2005
2283,Lenca-Salvador,jaʃa,,SUN,Constenla Umaña 2005
2284,Lenca-Honduras,kasi,a,SUN,Constenla Umaña 2005
2285,Cacaopera,lan,,SUN,Constenla Umaña 2005
2286,Mayangna,ma,b,SUN,Constenla Umaña 2005
2287,Ulua,ma,b,SUN,Constenla Umaña 2005
2288,Mískito,ju,,SUN,Constenla Umaña 2005
2289,Pech,ã̀:,a,SUN,Constenla Umaña 2005
2290,Rama,alka,,SUN,Constenla Umaña 2005
2291,Maléku Jaíka,to:xi,c,SUN,Constenla Umaña 2005
2292,Boruca,kàk,a,SUN,Constenla Umaña 2005
2293,Bribri,díuʊ̀,ch,SUN,Constenla Umaña 2005
2294,Cabécar,kã́uʊ́,a,SUN,Constenla Umaña 2005
2295,Teribe,dɺò,,SUN,Constenla Umaña 2005
2296,Ngäbere,ɲɔnɔ,,SUN,Constenla Umaña 2005
2297,Boruca,tʃwi,c,SUN,Constenla Umaña 2005
2298,Dorasque,kerél,,SUN,Constenla Umaña 2005
2299,San Blas Kuna,tata,d,SUN,Constenla Umaña 2005
2300,Cogui,'niui,c,SUN,Constenla Umaña 2005
2301,Ika,dʒwi,c,SUN,Constenla Umaña 2005
2302,Damana,'dʒui,c,SUN,Constenla Umaña 2005
2303,Chimila,'diŋŋaʔ,ch,SUN,Constenla Umaña 2005
2304,Chibcha,sua,c,SUN,Constenla Umaña 2005
2305,Central Tunebo,'raʔsa,d,SUN,Constenla Umaña 2005
2306,Barí,nia:,ch,SUN,Constenla Umaña 2005
2307,Lenca-Salvador,ts'ukiN,a,BREAST,Constenla Umaña 2005
2308,Lenca-Honduras,palaN,,BREAST,Constenla Umaña 2005
2309,Cacaopera,sum,a,BREAST,Constenla Umaña 2005
2310,Mayangna,ta,b,BREAST,Constenla Umaña 2005
2311,Ulua,ta,b,BREAST,Constenla Umaña 2005
2312,Mískito,tjalka,b,BREAST,Constenla Umaña 2005
2313,Pech,tútú,a,BREAST,Constenla Umaña 2005
2314,Rama,ka:ŋali:,c,BREAST,Constenla Umaña 2005
2315,Maléku Jaíka,ko:ɾi,c,BREAST,Constenla Umaña 2005
2316,Boruca,kàʔ,c,BREAST,Constenla Umaña 2005
2317,Bribri,tsǔʔ,a,BREAST,Constenla Umaña 2005
2318,Cabécar,tsú,a,BREAST,Constenla Umaña 2005
2319,Teribe,nókuò,ch,BREAST,Constenla Umaña 2005
2320,Ngäbere,kẽã,,BREAST,Constenla Umaña 2005
2321,Boruca,tusú,a,BREAST,Constenla Umaña 2005
2322,Dorasque,nõ,ch,BREAST,Constenla Umaña 2005
2323,San Blas Kuna,nu:,a,BREAST,Constenla Umaña 2005
2324,Cogui,su'mi,a,BREAST,Constenla Umaña 2005
2325,Ika,tu,a,BREAST,Constenla Umaña 2005
2326,Damana,'tudu,a,BREAST,Constenla Umaña 2005
2327,Chimila,ka:ʔ,c,BREAST,Constenla Umaña 2005
2328,Chibcha,tʲue,a,BREAST,Constenla Umaña 2005
2329,Central Tunebo,su'ta,a,BREAST,Constenla Umaña 2005
2330,Barí,tu,a,BREAST,Constenla Umaña 2005
2331,Lenca-Salvador,omoN,,EARTH,Constenla Umaña 2005
2332,Lenca-Honduras,lum,a,EARTH,Constenla Umaña 2005
2333,Cacaopera,duru,a,EARTH,Constenla Umaña 2005
2334,Mayangna,saw,b,EARTH,Constenla Umaña 2005
2335,Ulua,saw,b,EARTH,Constenla Umaña 2005
2336,Mískito,tasba,c,EARTH,Constenla Umaña 2005
2337,Pech,kúk,,EARTH,Constenla Umaña 2005
2338,Rama,taki,,EARTH,Constenla Umaña 2005
2339,Maléku Jaíka,laka:,,EARTH,Constenla Umaña 2005
2340,Boruca,táb,c,EARTH,Constenla Umaña 2005
2341,Bribri,ídʒʊ̀k,ch,EARTH,Constenla Umaña 2005
2342,Cabécar,hĩʃkʊ́,ch,EARTH,Constenla Umaña 2005
2343,Teribe,kɺúŋ,,EARTH,Constenla Umaña 2005
2344,Ngäbere,dɔbrɔ,c,EARTH,Constenla Umaña 2005
2345,Boruca,dbi,c,EARTH,Constenla Umaña 2005
2346,Dorasque,íri,,EARTH,Constenla Umaña 2005
2347,San Blas Kuna,nappa,c,EARTH,Constenla Umaña 2005
2348,Cogui,'kagi,d,EARTH,Constenla Umaña 2005
2349,Ika,'kaʔa,d,EARTH,Constenla Umaña 2005
2350,Damana,kɨngɨma,d,EARTH,Constenla Umaña 2005
2351,Chimila,'itti,,EARTH,Constenla Umaña 2005
2352,Chibcha,histʲa,e,EARTH,Constenla Umaña 2005
2353,Central Tunebo,'kahka,d,EARTH,Constenla Umaña 2005
2354,Barí,istã,e,EARTH,Constenla Umaña 2005
2355,Lenca-Salvador,lawa,a,THREE,Constenla Umaña 2005
2356,Lenca-Honduras,lawa,a,THREE,Constenla Umaña 2005
2357,Cacaopera,watba,,THREE,Constenla Umaña 2005
2358,Mayangna,bas,b,THREE,Constenla Umaña 2005
2359,U?,bas,b,THREE,Constenla Umaña 2005
2360,Mískito,jumhpa,,THREE,Constenla Umaña 2005
2361,Pech,mã́jh,b,THREE,Constenla Umaña 2005
2362,Rama,paŋsak,b,THREE,Constenla Umaña 2005
2363,Maléku Jaíka,poi:kiri:,b,THREE,Constenla Umaña 2005
2364,Boruca,máŋ,b,THREE,Constenla Umaña 2005
2365,Bribri,badʒã,b,THREE,Constenla Umaña 2005
2366,Cabécar,badʒã,b,THREE,Constenla Umaña 2005
2367,Teribe,miá,b,THREE,Constenla Umaña 2005
2368,Ngäbere,mɔ,b,THREE,Constenla Umaña 2005
2369,Boruca,mai,b,THREE,Constenla Umaña 2005
2370,Dorasque,mas,b,THREE,Constenla Umaña 2005
2371,San Blas Kuna,pa:,b,THREE,Constenla Umaña 2005
2372,Cogui,'maigua,b,THREE,Constenla Umaña 2005
2373,Ika,'maikənɨ,b,THREE,Constenla Umaña 2005
2374,Damana,maigwa,b,THREE,Constenla Umaña 2005
2375,Chimila,ma:hna,b,THREE,Constenla Umaña 2005
2376,Chibcha,mika,b,THREE,Constenla Umaña 2005
2377,Central Tunebo,'baja,b,THREE,Constenla Umaña 2005
2378,Barí,miktentɨkou,,THREE,Constenla Umaña 2005
2379,Lenca-Salvador,maNʃuli,a,GUT,Constenla Umaña 2005
2380,Lenca-Honduras,maNsuliN,a,GUT,Constenla Umaña 2005
2381,Cacaopera,jusilin,,GUT,Constenla Umaña 2005
2382,Mayangna,ba,a,GUT,Constenla Umaña 2005
2383,Ulua,ba,a,GUT,Constenla Umaña 2005
2384,Mískito,bjara,a,GUT,Constenla Umaña 2005
2385,Pech,áʔsábɾìs,,GUT,Constenla Umaña 2005
2386,Rama,uɾmut sukŋuaŋ,,GUT,Constenla Umaña 2005
2387,Maléku Jaíkat,ko: ki:ra,,GUT,Constenla Umaña 2005
2388,Boruca,ʃuàʔ,,GUT,Constenla Umaña 2005
2389,Bribri,dʒã̂ stsè,,GUT,Constenla Umaña 2005
2390,Cabécar,dʒã́ batʃiɺí,,GUT,Constenla Umaña 2005
2391,Teribe,ʒàkógɺo,,GUT,Constenla Umaña 2005
2392,Ngäbere,ŋɔ̃gɾɔ,b,GUT,Constenla Umaña 2005
2393,Boruca,hẽgɾa,b,GUT,Constenla Umaña 2005
2394,Dorasque,koɾegol,,GUT,Constenla Umaña 2005
2395,San Blas Kuna,saki,,GUT,Constenla Umaña 2005
2396,Cogui,ganukʃiʒa,,GUT,Constenla Umaña 2005
2397,Ika,ga'siɾo,c,GUT,Constenla Umaña 2005
2398,Damana,gaʒina,,GUT,Constenla Umaña 2005
2399,Chimila,'kutti 'kwe:ɾiniʔ,,GUT,Constenla Umaña 2005
2400,Chibcha,tsimsua,,GUT,Constenla Umaña 2005
2401,Central Tunebo,buk'ʃiɾa,,GUT,Constenla Umaña 2005
2402,Barí,a:si,c,GUT,Constenla Umaña 2005
2403,Lenca-Salvador,manani,a,YOU,Constenla Umaña 2005
2404,Lenca-Honduras,amnan,a,YOU,Constenla Umaña 2005
2405,Cacaopera,mani,a,YOU,Constenla Umaña 2005
2406,Mayangna,man,a,YOU,Constenla Umaña 2005
2407,Ulua,man,a,YOU,Constenla Umaña 2005
2408,Mískito,man,a,YOU,Constenla Umaña 2005
2409,Pech,pa,a,YOU,Constenla Umaña 2005
2410,Rama,ma:,a,YOU,Constenla Umaña 2005
2411,Maléku Jaíka,po:,a,YOU,Constenla Umaña 2005
2412,Boruca,bá,a,YOU,Constenla Umaña 2005
2413,Bribri,běʔ,a,YOU,Constenla Umaña 2005
2414,Cabécar,bá,a,YOU,Constenla Umaña 2005
2415,Teribe,ɸà,a,YOU,Constenla Umaña 2005
2416,Ngäbere,mɔ,a,YOU,Constenla Umaña 2005
2417,Boruca,ba,a,YOU,Constenla Umaña 2005
2418,Dorasque,bá,a,YOU,Constenla Umaña 2005
2419,San Blas Kuna,pe,a,YOU,Constenla Umaña 2005
2420,Cogui,ma,a,YOU,Constenla Umaña 2005
2421,Ika,ma,a,YOU,Constenla Umaña 2005
2422,Damana,ma,a,YOU,Constenla Umaña 2005
2423,Chimila,'amma,,YOU,Constenla Umaña 2005
2424,Chibcha,mɨe,a,YOU,Constenla Umaña 2005
2425,Central Tunebo,'baʔa,a,YOU,Constenla Umaña 2005
2426,Barí,bai,a,YOU,Constenla Umaña 2005
2427,Lenca-Salvador,pis,a,ONE,Constenla Umaña 2005
2428,Lenca-Honduras,eta,b,ONE,Constenla Umaña 2005
2429,Cacaopera,bas,a,ONE,Constenla Umaña 2005
2430,Mayangna,as,c,ONE,Constenla Umaña 2005
2431,Ulua,as,c,ONE,Constenla Umaña 2005
2432,Mískito,kumi,,ONE,Constenla Umaña 2005
2433,Pech,ás,e,ONE,Constenla Umaña 2005
2434,Rama,saimiŋ,,ONE,Constenla Umaña 2005
2435,Maléku Jaíka,ana:katʃuma:,,ONE,Constenla Umaña 2005
2436,Boruca,éʔtsi,b,ONE,Constenla Umaña 2005
2437,Bribri,e,b,ONE,Constenla Umaña 2005
2438,Cabécar,é,b,ONE,Constenla Umaña 2005
2439,Teribe,ɾa,,ONE,Constenla Umaña 2005
2440,Ngäbere,ti,ch,ONE,Constenla Umaña 2005
2441,Boruca,ite,ch,ONE,Constenla Umaña 2005
2442,Dorasque,e,b,ONE,Constenla Umaña 2005
2443,San Blas Kuna,kwenna,,ONE,Constenla Umaña 2005
2444,Cogui,'ezua,b,ONE,Constenla Umaña 2005
2445,Ika,'inʔgwi,d,ONE,Constenla Umaña 2005
2446,Damana,ingwi,d,ONE,Constenla Umaña 2005
2447,Chimila,te,ch,ONE,Constenla Umaña 2005
2448,Chibcha,ata,b,ONE,Constenla Umaña 2005
2449,Central Tunebo,'ubistia,,ONE,Constenla Umaña 2005
2450,Barí,ĩtou.,,ONE,Constenla Umaña 2005
2451,Lenca-Salvador,kinani,,YOU (PL),Constenla Umaña 2005
2452,Lenca-Honduras,ajnan,,YOU (PL),Constenla Umaña 2005
2453,Cacaopera,maniwalhi,,YOU (PL),Constenla Umaña 2005
2454,Mayangna,manna,a,YOU (PL),Constenla Umaña 2005
2455,Ulua,manna,a,YOU (PL),Constenla Umaña 2005
2456,Mískito,manani,a,YOU (PL),Constenla Umaña 2005
2457,Pech,pahwa,,YOU (PL),Constenla Umaña 2005
2458,Rama,mulut,b,YOU (PL),Constenla Umaña 2005
2459,Maléku Jaíka,po: maɾa:ma,c,YOU (PL),Constenla Umaña 2005
2460,Boruca,biʔ ɾóxk,ch,YOU (PL),Constenla Umaña 2005
2461,Bribri,ǎʔ,,YOU (PL),Constenla Umaña 2005
2462,Cabécar,bás,,YOU (PL),Constenla Umaña 2005
2463,Teribe,ɸãĩ,,YOU (PL),Constenla Umaña 2005
2464,Ngäbere,mũ,b,YOU (PL),Constenla Umaña 2005
2465,Boruca,bádre,,YOU (PL),Constenla Umaña 2005
2466,Dorasque,,,YOU (PL),Constenla Umaña 2005
2467,San Blas Kuna,pemala,c,YOU (PL),Constenla Umaña 2005
2468,Cogui,main,,YOU (PL),Constenla Umaña 2005
2469,Ika,'miwi,ch,YOU (PL),Constenla Umaña 2005
2470,Damana,mawindina,,YOU (PL),Constenla Umaña 2005
2471,Chimila,'ammaɾaʔ,,YOU (PL),Constenla Umaña 2005
2472,Chibcha,mie,ch,YOU (PL),Constenla Umaña 2005
2473,Central Tunebo,'ba,,YOU (PL),Constenla Umaña 2005
2474,Barí,biɲi,ch,YOU (PL),Constenla Umaña 2005
2475,Lenca-Salvador,po,a,COME,Constenla Umaña 2005
2476,Lenca-Honduras,pu,a,COME,Constenla Umaña 2005
2477,Cacaopera,ajra,b,COME,Constenla Umaña 2005
2478,Mayangna,ajwa,b,COME,Constenla Umaña 2005
2479,Ulua,ajwa,b,COME,Constenla Umaña 2005
2480,Mískito,bal,a,COME,Constenla Umaña 2005
2481,Pech,tèʔk,c,COME,Constenla Umaña 2005
2482,Rama,si:k,c,COME,Constenla Umaña 2005
2483,Maléku Jaíka,toki:,ch,COME,Constenla Umaña 2005
2484,Boruca,dàbàk,,COME,Constenla Umaña 2005
2485,Bribri,dɪ,c,COME,Constenla Umaña 2005
2486,Cabécar,de,c,COME,Constenla Umaña 2005
2487,Teribe,ték,,COME,Constenla Umaña 2005
2488,Ngäbere,kite,,COME,Constenla Umaña 2005
2489,Boruca,tʃige,c,COME,Constenla Umaña 2005
2490,Dorasque,berik,,COME,Constenla Umaña 2005
2491,San Blas Kuna,take,ch,COME,Constenla Umaña 2005
2492,Cogui,'naʃ,ch,COME,Constenla Umaña 2005
2493,Ika,'nak,ch,COME,Constenla Umaña 2005
2494,Damana,nak,ch,COME,Constenla Umaña 2005
2495,Kankuamo,,,COME,Constenla Umaña 2005
2496,Chimila,hatta,,COME,Constenla Umaña 2005
2497,Chibcha,nɨ,ch,COME,Constenla Umaña 2005
2498,Central Tunebo,'beki,,COME,Constenla Umaña 2005
2499,Barí,abãi,,COME,Constenla Umaña 2005
2500,Lenca-Salvador,yot,,SEE,Constenla Umaña 2005
2501,Lenca-Honduras,is,a,SEE,Constenla Umaña 2005
2502,Cacaopera,la,,SEE,Constenla Umaña 2005
2503,Mayangna,tal,b,SEE,Constenla Umaña 2005
2504,Ulua,tal,b,SEE,Constenla Umaña 2005
2505,Mískito,kajk,,SEE,Constenla Umaña 2005
2506,Pech,ʃã̀ʔ,,SEE,Constenla Umaña 2005
2507,Rama,suŋ,c,SEE,Constenla Umaña 2005
2508,Maléku Jaíka,kua:ki,,SEE,Constenla Umaña 2005
2509,Boruca,íʃt,a,SEE,Constenla Umaña 2005
2510,Bribri,sũ,c,SEE,Constenla Umaña 2005
2511,Cabécar,sũ,c,SEE,Constenla Umaña 2005
2512,Teribe,ĩ́k,,SEE,Constenla Umaña 2005
2513,Ngäbere,tũ,c,SEE,Constenla Umaña 2005
2514,Boruca,tiẽ,,SEE,Constenla Umaña 2005
2515,Dorasque,okosí,,SEE,Constenla Umaña 2005
2516,San Blas Kuna,takke,,SEE,Constenla Umaña 2005
2517,Cogui,tũ,c,SEE,Constenla Umaña 2005
2518,Ika,'tʃw,c,SEE,Constenla Umaña 2005
2519,Damana,tu'a,c,SEE,Constenla Umaña 2005
2520,Chimila,tu:,c,SEE,Constenla Umaña 2005
2521,Chibcha,ihistɨ,a,SEE,Constenla Umaña 2005
2522,Central Tunebo,is'ti,a,SEE,Constenla Umaña 2005
2523,Barí,ma:di,,SEE,Constenla Umaña 2005
2524,Lenca-Salvador,ts'ahjaN,a,GREEN,Constenla Umaña 2005
2525,Lenca-Honduras,siga,,GREEN,Constenla Umaña 2005
2526,Cacaopera,sasaka,a,GREEN,Constenla Umaña 2005
2527,Mayangna,saŋni,a,GREEN,Constenla Umaña 2005
2528,Ulua,saŋka,a,GREEN,Constenla Umaña 2005
2529,Mískito,saŋni,a,GREEN,Constenla Umaña 2005
2530,Pech,sáʔka,a,GREEN,Constenla Umaña 2005
2531,Rama,ŋaɾŋaɾiŋma,,GREEN,Constenla Umaña 2005
2532,Maléku Jaíka,ɬa:ŋa,a,GREEN,Constenla Umaña 2005
2533,Boruca,uàʔká,,GREEN,Constenla Umaña 2005
2534,Bribri,tsipâsipǎ,,GREEN,Constenla Umaña 2005
2535,Cabécar,spã́,,GREEN,Constenla Umaña 2005
2536,Teribe,dìŋdíŋ,,GREEN,Constenla Umaña 2005
2537,Ngäbere,kaɾe,b,GREEN,Constenla Umaña 2005
2538,Boruca,leɾeɾe,,GREEN,Constenla Umaña 2005
2539,Dorasque,yíama,,GREEN,Constenla Umaña 2005
2540,San Blas Kuna,aɾati,,GREEN,Constenla Umaña 2005
2541,Cogui,a'taʃi,c,GREEN,Constenla Umaña 2005
2542,Ika,'tʃiki'ɾuɾu,ch,GREEN,Constenla Umaña 2005
2543,Damana,'itiki,ch,GREEN,Constenla Umaña 2005
2544,Chimila,'ka:ɾasah,b,GREEN,Constenla Umaña 2005
2545,Chibcha,tʲɨskiko,a,GREEN,Constenla Umaña 2005
2546,Central Tunebo,ti'kaja,ch,GREEN,Constenla Umaña 2005
2547,Barí,binaikana,,GREEN,Constenla Umaña 2005
2548,Lenca-Salvador,koko,,OLD,Constenla Umaña 2005
2549,Lenca-Honduras,tahoi,,OLD,Constenla Umaña 2005
2550,Cacaopera,uskam,,OLD,Constenla Umaña 2005
2551,Mayangna,umani,a,OLD,Constenla Umaña 2005
2552,Ulua,umana,a,OLD,Constenla Umaña 2005
2553,Mískito,almuk,,OLD,Constenla Umaña 2005
2554,Pech,ámã̀ʔ,,OLD,Constenla Umaña 2005
2555,Rama,juwa,,OLD,Constenla Umaña 2005
2556,Maléku Jaíka,saxa:saxa:,,OLD,Constenla Umaña 2005
2557,Boruca,ùɾàŋká,b,OLD,Constenla Umaña 2005
2558,Bribri,akɪ́tʃkè,c,OLD,Constenla Umaña 2005
2559,Cabécar,kɪ̂dʒakè,c,OLD,Constenla Umaña 2005
